1	"Re: (no subject)I've picked up these patches and will submit to CVS eventually.
If there are bugs worth fixing, please let me know about the fixes
for them.

>>>Mark Scarborough said:
 > 
 > tg@sema.se said:
 > >  mscar  said:
 > >  > My biggest problem with it is that it will _always_ render 
the HTML
 > >  > in messages that are only HTML (possible speed and/or ""I 
didn't
 > >  > want to see that porno email"" problems). Also, it does away 
with
 > >  > the option to view an HTML part in Netscape. There might be 
times
 > >  > when I want to use a more fully-featured viewer if I 
determine that
 > >  > it's worth the risk.
 > 
 > 
 > > Try these two patches (for exmh-2.5 07/13/2001) I just tossed
 > > together.
 > 
 > > The config option $uri(deferDisplaysInline) probably doesn't 
makes any
 > > sense,  it should probably always be off. But you never know what
 > > people like...
 > 
 > > Anyway, when you get a text/html part and you have defer 
selected, you
 > > can  display it inline by checking the box in the right-button 
menu.
 > 
 > > /Tomas G. 
 > 
 > 
 > Tomas,
 > 
 > This is GREAT!  Thank you!  This is exactly what I was thinking 
about as
 > the ""best"" solution whether I expressed it well or not.
 > 
 > There are a couple of ""coloring"" or ""highlighting"" bugs that I 
haven't had
 > time to fully characterize yet, but I don't care.  We can work out 
the bugs
 > - at least we have the functionality.
 > 
 > Everyone: if you have ever wanted to be able to choose between the 
internal
 > HTML engine and whatever external browser you have defined - on a 
per
 > message basis - give Tomas' patches a try.
 > 
 > Thanks again Tomas.
 > 
 > Mark
 > 
 > 
 > 
 > 
 > _______________________________________________
 > Exmh-users mailing list
 > Exmh-users@redhat.com
 > https://listman.redhat.com/mailman/listinfo/exmh-users

--
Brent Welch
Software Architect, Panasas Inc
Pioneering the World's Most Scalable and Agile Storage Network
www.panasas.com
welch@panasas.com




_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users


"
0	"






To view this email as a web page, click here.







Thu, April 15, 2010


 













and |
sources |
performances |
Jr Gloag
Paul were nor |
September crisis



A landslide causes a train to derail in Merano, Italy, killing nine people and injuring 
dozens.
>From the time of European settlement, a theme in Australian art 
has been the Australian landscape, [186] seen 
for
example in the works of Albert Namatjira, [187] Arthur Streeton and others associated with the Heidelberg School, [186] and Arthur Boyd.Issues of intergenerational equity, irreversibility of 
environmental change, uncertainty of long-term 
outcomes, and sustainable 
development guide ecological economic analysis and valuation.
Lake Issyk-Kul in the north-eastern Tian Shan is the largest lake in Kyrgyzstan and the second largest mountain 
lake in the world after Titicaca.
The fifth and final category is the importance of 
caring for oneself, since only thus can one act to help others.
Given the poor precision for asteroids estimated 
to be somewhat less massive than 16 Psyche, a 
few other may turn out to be more massive 
than Psyche, 3 Juno, or 15 Eunomia.
The marsh rice 
rat is active during the night and builds nests of 
sedge and grass and occasionally runways.Loss 
ratio 
is calculated 
by dividing the amount of losses (sometimes including loss adjustment expenses) by the amount of earned premium.
These are placed at various intervals along the 
route of a 
railway, controlling specified 
sections of track.
Fisher Z, Hernandez Prada JA, Tu 
C, Duda 
D, Yoshioka C, 
An H, Govindasamy L, Silverman DN 
and McKenna R.
Presidents of 
Poland and non-presidential heads of state since 1918.
Grace and he disliked each other for the rest of the season, until the season finale when Ben showed her his more humane face when Will invited him to dine with them.Anelli, Melissa, 
John Noe, Sue Upton.
In April 2007, the government of Morocco suggested that 
a self-governing entity, through the Royal Advisory Council for Saharan Affairs (CORCAS), should govern the territory with some degree of autonomy for Western Sahara.
Hansen TM, Baranov PV, Ivanov IP, Gesteland RF, 
Atkins JF (May 2003).
On 1 January 1901, the six colonies 
became a 
federation and the 
Commonwealth of Australia was formed.The Space Shuttle program 
will be retired by NASA.
The first 
few asteroids discovered were assigned symbols like the ones traditionally used to designate Earth, the Moon, 
the Sun and planets.
In 1985-90 Chalidze was 
a MacArthur Fellow for his work in international human rights.
The highest judicial body 
is the Supreme Tribunal of Justice or Tribunal Supremo de Justicia, whose 
magistrates are elected by 
parliament for a single twelve-year term.
The university is home to 16 colleges, a graduate school, 93 undergraduate programs, 99 master programs, 66 doctoral programs, and four professional programs.
Victoria 
County History 
of Wiltshire, Volume 3.Several 
phenomena will prefigure the changes of the upcoming period.
As of 2009, Hong Kong is the 
fifth 
most 
expensive city for expatriates, behind Tokyo, Osaka, Moscow, 
and Geneva.
He was 
born at Semley, 
Wiltshire, in 1568 or 1569, 
entered Winchester 
College in 1582.
Astronomers began to realize 
the possibilities of Earth impact.Examples are 3753 Cruithne and 2002 AA 29.Metre (7ft) diameter Beumont-English boring machine dug a 1,893-metre (6,211ft) pilot tunnel from Shakespeare Cliff.
Earlier attempts at designing such an engine failed because 
of the difficulty in arranging the pistons to move in the correct manner, for all three cylinders in one delta, 
and 
this was the problem which caused Junkers Motorenbau to leave behind work on the delta-form while continuing to prototype 
of a diamond-form four-crankshaft 24-cylinder JuMo 223.For other uses, see Kelvin (disambiguation).
Soon thereafter, mammals entered India from Asia through two zoogeographical passes on either 
side of the emerging Himalaya.
Today there is a Turkish town called Truva in the vicinity of the archaeological site, but 
this town has grown up recently to service the tourist trade.
Close to the centre of 
the city lay a large 
temple to Bast.


You are subscribed as: hibody@csmining.org.

Click here to unsubscribe.


Copyright (c) 2010 beam










"
1	"[use Perl] Stories for 2002-08-31use Perl Daily Newsletter

In this issue:
    * Two OSCON Lightning Talks Online

+--------------------------------------------------------------------+
| Two OSCON Lightning Talks Online                                   |
|   posted by gnat on Friday August 30, @18:37 (news)                |
|   http://use.perl.org/article.pl?sid=02/08/30/2238234              |
+--------------------------------------------------------------------+

[0]gnat writes ""The first two OSCON 2002 lightning talks are available
from [1]the perl.org website. They are Dan Brian on ""What Sucks and What
Rocks"" (in [2]QuickTime and [3]mp3), and Brian Ingerson on ""Your Own
Personal Hashbang"" (in [4]QuickTime and [5]mp3). Enjoy!""

This story continues at:
    http://use.perl.org/article.pl?sid=02/08/30/2238234

Discuss this story at:
    http://use.perl.org/comments.pl?sid=02/08/30/2238234

Links:
    0. mailto:gnat@frii.com
    1. http://www.perl.org/tpc/2002/
    2. http://www.perl.org/tpc/2002/movies/lt-1/
    3. http://www.perl.org/tpc/2002/audio/lt-1/
    4. http://www.perl.org/tpc/2002/movies/lt-2/
    5. http://www.perl.org/tpc/2002/audio/lt-2/



Copyright 1997-2002 pudge.  All rights reserved.


======================================================================

You have received this message because you subscribed to it
on use Perl.  To stop receiving this and other
messages from use Perl, or to add more messages
or change your preferences, please go to your user page.

	http://use.perl.org/my/messages/

You can log in and change your preferences from there.

"
0	"

 

"
0	"





Crystal Clear  
      Conference CallsOnly 18 Cents Per Minute!"
0	"

























-








NEED A PROFESSIONAL 
            LOOKING  WEBSITE?






Custom
Website 
                  Development
We can create new web pages
or 
                  give your existing pages a ""face-lift"" to bring them up
to the 
                  Internet's latest trends and standards.  We are 
                  experienced at writing HTML and can provide custom
programming 
                  in CGI, JavaScripts, Java Server Pages, Active Server
Pages 
                  and ActiveX, which we can use to give your site the
dynamics 
                  and interactivity of a cutting edge web presence.
E-Mail and
Web 
                  Hosting


>
Unlimited 
                        technical customer support
via e-mail

>
Web
hosting- 
                        50MB storage

>
10 e-mail 
                        accounts

>
Unlimited 
                        e-mail forwards


For
$29.95 monthly.


First
month Free 
                        with purchase of new 
                  website!!
 





From server 
                        setup to content development, we offer the
complete Web 
                        solution, which is further enhanced by the
services of 
                        our carefully chosen strategic partners who provide 
                        everything from development tools to hosting 
                        services.



If 
                    you prefer not to receive future news and information
on our 
                    technology solutions, please reply to this message
with UNSUBSCRIBE 
                    in the subject.2200 N.W. 102nd Ave. Suite 4 Miami, FL 
                    33172Tel: +1 (305) 594-3474  Fax: +1 (305) 
                    594-9655Toll Free:
1-888-8-COM-PROWeb: www.comprosys.come-mail: info@comprosys.com





Web
TemplatesStarting from just 
                  $499! $399 If
your 
                  order is placed by 8/15/2002.Our Web templates give you the
way to 
                  get on the Internet with a very professional look and
feel 
                  while keeping the costs down. Contact us for your 
                  options.How does it work? Easy as 1-2-3...1) 
                  Register on our site and select a username and password,
this 
                  will allow you to track your website development project
start 
                  to finish.2) Fill out the questionnaire, this will
help 
                  you to get all the materials needed for us to develop
your 
                  site. It is very important to fill out all the 
                  questions.3) We will then setup your website
according to 
                  the information given to us. That's it !If you would prefer a
custom 
                  solution we will be happy to create a completely custom 
                  solution for you. Contact us for a free
quote. 
                  

Sell 
                  Your Products On-Line


E-shop is a 
                        multi-platform e-commerce solution for Retailers, 
                        Wholesalers, or any company wanting to sell on the 
                        Internet.  This e-commerce solution can be
used as 
                        a business-to-business consumer solution. 
E-Shop 
                        will support any number of products since its data
is 
                        stored in SQL tables.




Corporate 
            ProfileCom-Pro 
            Systems, Inc., founded in 1990, is a successful information 
            technology consulting firm providing products and services
across 
            several industries.  Com-Pro Systems' goal is to become
the 
            leader in software development.

CSI will deliver
the 
            entire solution.  By leveraging our relationships with 
            companies like IBM, Microsoft, Compaq, AT&T, Cisco and
others we 
            bring you the best cross platform solutions to your Hardware, 
            Software and Hosting needs. 
 



  
            Copyright C 2001, Com-Pro Systems, Inc. (All rights 
            reserved)

"
1	"Re: [ILUG] cheap linux PCs>I'd normally never buy this but the Xbox is Eur300 on IOL's shop, a very
>large company are making a loss on it and:
>
>http://xbox-linux.sourceforge.net/articles.php?aid=1⊂=Press%20Release%3A%20Xbox%20Linux%20Mandrake%209%20Released
>
>Mandrake has been released for it.

isn't it 250 in Smyths?

don't forget to add to that the modchip, and the time to put it on.

(/me thinks unless you want 3d graphics, www.mini-itx.com is the way to go :))

L.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
1	"Re[2]: Selling Wedded Bliss (was Re: Ouch...)On Mon, 9 Sep 2002, Lucas Gonze wrote:

--]3K is utter shite.
--]

3k is a number that probably sounds good to some closted  homophobe with
secret desires to be ""belle of the balls"". Twinks dinks and dorks, this
thread sounds to me like someone needs a little luvin.



"
1	"Re: Re (7): xorg-server failing on IBM NetVista with Intel 82815
 videoFrom nobody Sun Mar 19 18:11:39 2017
Content-Type: text/plain; charset=us-ascii
Content-Disposition: inline
Content-Transfer-Encoding: quoted-printable

On Fri,21.May.10, 12:22:22, peasthope@shaw.ca wrote:
> From:	Andrei Popescu 
> Date:	Fri, 21 May 2010 22:03:19 +0300
> > # echo 'APT::Default-Release ""squeeze"";' >> /etc/apt/apt.conf
>=20
> Somehow I had the impression that the order of the=20
> sources would prioritize them.

Yes (or at least that's what the manpage says), but only when you have=20
the same version of a package.

Regards,
Andrei
--=20
Offtopic discussions among Debian users and developers:
http://lists.alioth.debian.org/mailman/listinfo/d-community-offtopic
"
1	"Automating xmodmap keymapsEverytime I log into GNOME, I run this command in my home directory.

xmodmap keymaps

How can I automate this?


-- 
To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org 
with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org
Archive: http://lists.debian.org/r2q308d4701004100901x25a058e1h1156855fafe10044@mail.csmining.org


"
1	"Re: What to choose for Core i5 64 bits?>>> If you have other i386 machines around, it may be convenient for you to
>>> keep the same architecture so you can share the download bandwidth of
>>> Debian updates, and things like that.
> On the other hand, now might be a good time to begin the migration to the
> future.  32-bits will be around for a long time, but it will increasingly be
> relegated to older hardware and niche applications, such as embedded
> processors or cell phones and the like.  64-bits is going to be the
> ""current"" architecture for desktops, servers, and the like for a good while
> to come.

That's true.  I used to say and think that ... back around 1992 when
I started to use DEC Alpha machines.  But now that 2GB is about as
little RAM as you can get in a new machine, the push to move to 64bit is
very real.


        Stefan


-- 
To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org 
with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org
Archive: http://lists.debian.org/jwviq6q48n9.fsf-monnier+gmane.linux.debian.user@gnu.org


"
0	"





 Viewing difficulties? Check out the online version of this email

 




 







	 JUST A  SECOND

	 Men's e-Newsletter




 






	 September 2009






 


 The very best care for your male potential!

Our products
really help you to feel hellish drive with your lady. To find out what prices do
we put on our goods (good ones). And what kind of shipping services do we
provide (all possible kinds). Go to our web-site right now. 
Read Full Article>>

 



				 

				Our male boosters are the best! Lasting and strong rod-on for
				98% of users!

Our price
policy is also the best. Up to 50% discounts this week. When there are no
minuses and only pluses instead - why choosing something else? 
Read Full Article>>





 





 


 Symmetricom has sent you this email because you have subscribed to the Just a
 Second newsletter.
 Should you no longer wish to receive these messages, please 

 go here to unsubscribe.

Update Your Profile | Forward to a
 Friend 


 Symmetricom, Inc. 
 2300 Orchard Parkway
 San Jose, California 95131
 USA 
"
0	"



 



This WEEK: Sydney Bares ALL in the park!


Join her in our Live Teen Chat!

Watch as Sandy Strips Naked in her Dorm!


Best of All, see it 


ALL 4 FREE!

Don't Miss Out! 

Watch in Awe as Stacey Suck-Starts Ken!


AND OUR BONUS:
Pam & Tommy UNCUT!
Penthouse Forum Stories!
Jenna Jamieson in JennaMaxx!!



Get in here for FREE NOW!<=
/a>


"
1	"Re: Realtek ethernet (was Re: recent mobo recommendation)Ron Johnson put forth on 4/14/2010 10:14 PM:

> Nothing I've seen in dmesg has ever led me to think that the r8169
> driver in my Sid linux-source-2.6.31 kernel (yes, it's old; .32 and 33
> fail to build) loads a blob.

Almost all NICs load firmware blobs.  It's in dmesg somewhere.  When the
firmware doesn't load you get something like this in dmesg:

eth1: RTL8168d/8111d at 0xffffc90000c4e000,xx:xx:xx:xx:xx:xx, XID 083000c0
IRQ 32
eth1: unable to apply firmware patch

That's a paste from one of the OPs here who was bitten by the 2.6.32-trunk
upgrade which IIRC is the one that ripped out the RTL firmware blob.

I can't find via Google a dmesg snippet of a successful RTL firmware load.
Here's what it looks like for Intel 8255X using the e100 driver, with the
firmware blobs all compiled into the kernel:

e100 0000:00:0d.0: firmware: using built-in firmware e100/d101m_ucode.bin

""built-in"" signifies that the firmware blob has been included in the kernel
at compile time.  I do this to avoid issues such as this RTL problem.  It
only adds a couple hundred K to the kernel image.  And I use the vanilla
kernel.org sources to avoid any Debian ""non-free"" issues.

Just about every NIC on the planet uses a firmware blob.  There are, IIRC, 3
ways to load the device firmware into the Linux kernel.  This applies to all
devices that require soft firmware, not just NICs:

1.  Compile all device firmware blobs into the kernel
2.  Compile the individual blob into the driver, use initrd
3.  Put firmware file in root filesystem, tell kernel the path

#3 won't work with drivers that are needed during the boot process such as
block device drivers.  Those require method 1 or 2.  NICs should be able to
use 1-3.

There are 3 different dmesg statements and 3 different errors depending on
which method 1-3 above that you're using.

>> At least a couple of people on this list went out and bought
>> non-RealTek PCI
>> NICs to fix the problem instead of reverting to the older kernel.
> 
> I sort of remember that.

Yeah, I just pulled the mails.  One upgraded to 2.6.32-trunk on his
firewall, bricking it until he disabled the onboard RTL and installed an
Intel e100 IIRC.  They thought it was a udev issue til I noticed the
firmware load failure message referenced up above in this email.  The other
had an RTL wireless that failed for the same reason.  I can't recall how
they fixed that one.  IIRC the OP didn't swap hardware to achieve the fix,
so they did something with the kernel/driver/firmware.

> I'm not surprised.  Since I'm only connected to a small 100Mbps LAN
> which then connects to a 12Mbps cable modem, it doesn't really affect me.

Do some FTP or SCP tests back and forth to another LAN machine and see what
transfers rates you get out of that RTL chip.  I bet you get 1/3rd wire
speed at best, about 30MB/s, if even that.  The machines themselves need to
be modern to saturate the link--no slow CPUs or disks.  Any ~2GHz CPU with
512MB RAM and a decent 7.2K RPM SATA disk should be able to push/pull 50MB/s
across the wire.  For that matter, eliminate the disk by creating a 200MB
RAM disk on each machine.  Create a test file with dd and FTP/SCP it back
and forth between the RAM disks.  If your RTL chip can peak the wire it'll
be a 2-3 second transfer if your network chips and Linux TCP stacks are up
to the task.

> Maybe if I ever get .32 or .33 I'll squeal in anger.  Until then...

It's looking like the RTL firmware blob issue may have been limited to the
trunk kernel.  You may get lucky.  Then again, if you roll your own and put
the firmware blobs in the kernel itself as I do, you shouldn't have a
problem.  That is, if the Debian kernel source doesn't have the blob ripped
out for being ""non-free"".

You mentioned you had problems building 2.6.32 and .33 kernel source.  Do
you use the Debian kernel source or kernel.org source?  I've been using the
kernel.org source for quite some time and have never had any real problems
with it (knocks on wood).  I had a build problem with .33 a while back but
that turned out to be due to a slight bit too much overclock on my machine
in this warmer weather.  ;)

-- 
Stan


-- 
To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org 
with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org
Archive: http://lists.debian.org/4BC6960E.7020202@hardwarefreak.com


"
0	"[SPAM]  You gonna be the 1stFrom nobody Sun Mar 19 18:11:38 2017
Content-Type: text/plain;
	charset=""iso-8859-1""
Content-Transfer-Encoding: quoted-printable

This is a multi-part message in MIME format.
"
1	"Business card designURL: http://diveintomark.org/archives/2002/10/06.html#business_card_design
Date: 2002-10-06T23:28:00-05:00

_Michael Barrish_: Poem[1]. “Here are the 15 most popular Oblivio search 
strings since October 1. I consider it a poem.”



[1] http://oblivio.com/road/02100601.shtml


"
1	"













When ordering, make sure the reseller/manufacturer 
provides the rebate coupon you need.

Expires July 5, 2002
$50 off Cidco Mailstation with subscription

Expires July 31, 2002
Get a car cassette adapter and power adapter FREE with Rio Volt SP250

Expires August 31, 2002
$20 off SideWinder Strategic Commander

Expires September 30, 2002
$20 off Rio 600 64MB
$20 off Nike PSA (120)
$20 off RioVolt SP90
Expires March 3, 2003
$10 off Microsoft Natural Keyboard Pro PS2/USB





 Notebooks"
